"winner";"rated";"turns";"victory_status";"white_rating";"black_rating";"opening_ply";"matchtime";"increment";"ECO";"firstmove";"firstresponse";"diffELO";"king.moves";"queen.moves";"rook.moves";"knight.moves";"bishop.moves";"takes";"w.castle";"b.castle";"checks";"material"
"black";1;102;"mate";1690;1712;1;15;15;"A";"Unusual";"Unusual";-33.8618136952498;-7;1;-4;0;12;2;"castle";"castle";7;1
"black";1;32;"resign";1763;1628;1;15;15;"A";"Unusual";"Unusual";207.330351634793;0;1;1;-2;-3;0;"castle";"castle";1;1
"white";1;79;"mate";1776;1880;6;10;0;"B";"Usual";"Usual";-168.222085132634;-6;6;-2;2;2;-1;"castle";"castle";7;20
"white";1;29;"resign";1840;1785;4;10;0;"D";"Unusual";"Usual";88.4376927822332;0;5;0;-1;-2;4;"no castle";"castle";-1;-9
"white";1;75;"mate";1786;1795;11;10;0;"D";"Unusual";"Usual";-14.3494756323257;1;-6;0;5;2;4;"castle";"castle";0;-24
"black";1;66;"resign";1711;1751;3;10;0;"B";"Usual";"Usual";-62.3072177668106;1;-2;3;1;-2;-2;"castle";"castle";0;-4
"white";1;39;"resign";1848;1857;12;15;10;"D";"Unusual";"Usual";-14.6937075879087;0;1;-1;-2;2;0;"castle";"castle";0;1
"black";1;44;"resign";1865;1990;4;15;10;"B";"Usual";"Usual";-209.862739049969;1;-1;-1;2;-2;-2;"castle";"castle";-1;-1
"black";1;38;"resign";1880;1828;9;15;10;"C";"Usual";"Usual";84.9450956199877;0;-3;0;-1;0;-2;"castle";"castle";-2;-1
"black";1;48;"resign";1835;1868;6;15;10;"B";"Usual";"Usual";-53.8565700185071;0;-1;1;2;4;-3;"castle";"castle";0;1
"white";1;83;"resign";1854;1871;3;15;10;"B";"Usual";"Unusual";-27.8596545342381;-1;5;2;2;-2;0;"castle";"castle";3;-3
"white";1;45;"resign";1805;1870;3;15;10;"B";"Usual";"Usual";-105.519740900679;-1;-1;4;4;0;0;"castle";"castle";2;-6
"black";1;82;"resign";1884;1830;6;15;10;"C";"Usual";"Usual";88.3121529919803;9;-2;10;-6;-6;1;"no castle";"castle";-6;-7
"black";1;100;"mate";1839;1871;3;15;10;"B";"Usual";"Usual";-52.2936458975941;0;-4;-1;4;4;-2;"castle";"no castle";0;-11
"black";1;142;"resign";1844;1857;3;15;15;"B";"Usual";"Usual";-21.2082048118445;7;-8;19;6;-9;-3;"castle";"castle";2;-21
"white";1;85;"resign";1844;1809;7;15;10;"C";"Usual";"Usual";56.580814312153;-5;-2;10;-5;1;2;"castle";"castle";3;2
"black";1;54;"resign";1832;1829;12;15;10;"B";"Usual";"Usual";4.8571869216533;2;1;-3;0;2;-4;"castle";"castle";-1;16
"black";1;80;"resign";1844;1839;4;15;10;"B";"Usual";"Usual";8.12924120913017;10;-8;-5;-1;0;-1;"castle";"castle";-9;-9
"black";1;100;"resign";1837;1828;5;15;10;"D";"Unusual";"Usual";14.5826650215916;3;-2;0;-8;4;-3;"castle";"castle";-1;10
"white";1;51;"resign";1810;1835;4;15;10;"B";"Usual";"Usual";-40.353177051203;0;-1;0;-4;3;2;"castle";"castle";-1;-2
"white";1;69;"resign";1981;1818;1;20;5;"A";"Unusual";"Unusual";270.845465761875;0;1;1;0;-2;1;"castle";"castle";2;-3
"black";1;106;"resign";1805;1800;6;15;10;"B";"Usual";"Usual";8.00894509561999;13;1;-8;2;-2;-1;"castle";"castle";-5;-6
"black";1;58;"resign";1815;1893;4;30;5;"B";"Usual";"Usual";-127.417643429982;-1;1;-3;-2;4;-1;"castle";"castle";2;4
"white";1;63;"resign";1946;1828;4;15;10;"B";"Usual";"Usual";195.162245527452;-3;1;1;-4;3;0;"castle";"castle";2;-2
"black";1;48;"resign";1843;1938;2;15;10;"B";"Usual";"Unusual";-157.327267119062;0;1;1;-8;3;0;"castle";"castle";0;2
"black";1;64;"mate";1859;1945;6;15;10;"B";"Usual";"Unusual";-143.032695866749;1;-3;2;-2;1;0;"castle";"castle";-3;-1
"white";1;57;"resign";1825;1885;3;15;10;"B";"Usual";"Usual";-98.0505860579889;-1;3;0;0;2;2;"castle";"castle";1;4
"white";1;24;"resign";1864;1833;9;15;10;"C";"Usual";"Usual";50.5351634793337;0;1;0;-3;1;0;"castle";"castle";0;0
"black";1;54;"resign";1895;1813;9;15;10;"C";"Usual";"Usual";133.951881554596;0;0;-5;1;-1;0;"castle";"castle";0;0
"black";1;66;"resign";1812;1872;4;15;10;"B";"Usual";"Usual";-97.5694016039482;0;-2;-3;7;3;0;"castle";"castle";-2;-6
"white";1;77;"resign";1906;1902;6;15;10;"B";"Usual";"Usual";6.65761875385564;-1;0;5;2;-1;2;"no castle";"castle";-2;-3
"white";1;143;"outoftime";1873;1833;6;15;10;"C";"Usual";"Usual";65.3177051202961;-9;4;-1;-6;7;2;"castle";"castle";5;15
"black";1;32;"resign";1916;1842;9;15;10;"C";"Usual";"Usual";122.024676125848;0;0;3;-3;1;-1;"castle";"no castle";0;-1
"black";1;39;"resign";1854;1880;6;15;10;"B";"Usual";"Usual";-42.6810610734115;1;-1;3;-2;1;-2;"castle";"castle";0;0
"white";1;79;"resign";1839;1819;6;15;10;"C";"Usual";"Usual";32.3627390499692;-1;5;-5;3;-2;1;"castle";"castle";3;2
"black";1;84;"resign";1795;1789;5;15;10;"B";"Usual";"Usual";9.571869216533;2;0;2;-2;0;-3;"castle";"castle";0;10
"white";1;71;"resign";1717;1833;4;15;10;"B";"Usual";"Usual";-183.839605181986;3;2;-3;6;-4;2;"castle";"castle";-2;4
"white";1;38;"resign";1770;1789;4;15;10;"B";"Usual";"Usual";-30.1644046884639;-4;2;0;3;1;0;"castle";"castle";0;0
"black";1;66;"resign";1890;1853;6;15;10;"C";"Usual";"Usual";60.8411474398519;-1;8;-1;-2;1;1;"castle";"no castle";2;3
"black";1;59;"resign";1800;1750;3;15;10;"B";"Usual";"Usual";79.2412091301666;-2;0;2;2;1;0;"castle";"castle";3;6
"white";1;43;"resign";1500;1627;8;15;10;"B";"Usual";"Unusual";-184.702344231956;0;-2;0;-1;1;1;"castle";"castle";1;-3
"white";0;91;"mate";1822;1431;6;10;10;"C";"Usual";"Usual";583.846699568168;-5;11;-5;-5;5;3;"no castle";"no castle";4;15
"white";1;63;"mate";1416;1216;5;60;0;"C";"Usual";"Usual";260.333127698951;-6;0;9;0;0;2;"castle";"castle";5;1
"white";1;77;"mate";1393;1337;7;60;0;"C";"Usual";"Usual";74.5860579888957;-9;1;8;0;-5;8;"castle";"no castle";9;3
"white";1;13;"resign";1867;1399;7;10;0;"C";"Usual";"Usual";700.70080197409;0;-1;-1;1;2;2;"no castle";"no castle";0;0
"black";1;62;"outoftime";1438;1407;4;10;0;"C";"Usual";"Usual";42.3883405305367;-3;-1;4;0;4;0;"castle";"castle";0;7
"white";1;23;"mate";2009;1441;5;10;0;"C";"Usual";"Usual";882.660086366441;-3;5;0;0;0;6;"no castle";"no castle";2;-10
"white";1;17;"resign";1460;1483;7;10;0;"C";"Usual";"Usual";-32.1446637877853;0;1;0;3;1;3;"no castle";"no castle";2;2
"black";1;44;"resign";1500;1762;8;10;0;"B";"Usual";"Usual";-391.949413942011;0;8;0;0;-2;-1;"no castle";"castle";0;-5
"white";1;33;"resign";1937;1507;6;10;0;"C";"Usual";"Usual";667.415175817397;-1;2;0;1;0;2;"castle";"castle";2;4
"black";1;30;"resign";1508;2364;11;10;0;"B";"Usual";"Usual";-1441.62862430598;0;0;1;0;2;1;"castle";"castle";-1;4
"black";1;46;"mate";1319;1480;1;10;0;"A";"Unusual";"Unusual";-217.861505243677;0;-4;-1;-3;-1;-2;"castle";"castle";0;4
"black";1;42;"mate";1486;2125;9;10;0;"C";"Usual";"Usual";-1024.72578655151;0;-3;1;1;3;0;"castle";"castle";0;1
"black";1;90;"resign";1734;1402;6;10;0;"A";"Unusual";"Unusual";483.765576804442;5;-3;-10;5;-2;2;"castle";"castle";-4;-2
"white";1;65;"resign";1915;1835;4;10;0;"B";"Usual";"Usual";131.721159777915;-3;1;4;-2;0;1;"castle";"castle";2;16
"black";1;76;"resign";1853;1595;6;10;0;"D";"Unusual";"Usual";400.76742751388;2;-1;-4;1;1;-2;"castle";"castle";-3;-5
"white";1;69;"mate";2340;1857;4;10;0;"D";"Unusual";"Usual";861.861505243677;-2;4;-1;3;-2;1;"castle";"castle";3;-4
"black";1;48;"resign";1798;1848;6;10;0;"C";"Usual";"Usual";-80.7217766810611;3;-7;-1;3;-1;-2;"castle";"castle";-4;-2
"black";1;66;"resign";1850;2192;7;10;0;"E";"Unusual";"Usual";-593.911165946946;0;8;-2;-5;1;-2;"castle";"castle";0;13
"black";1;72;"resign";1862;1846;10;10;0;"D";"Unusual";"Usual";26.1369524984577;4;8;-6;-3;-3;-6;"castle";"castle";-2;-7
"black";1;62;"mate";1788;1853;6;10;0;"C";"Usual";"Usual";-104.838062924121;-1;1;-3;0;5;-2;"castle";"castle";0;12
"white";1;69;"resign";1846;1719;7;10;0;"E";"Unusual";"Usual";201.860271437384;-2;1;1;2;-2;2;"castle";"castle";1;-12
"black";1;70;"resign";1551;1842;5;10;0;"D";"Unusual";"Usual";-447.091610117212;-1;-2;-2;2;4;0;"castle";"no castle";2;-1
"black";1;56;"mate";1852;1879;2;10;0;"B";"Usual";"Unusual";-44.2976557680444;2;-3;-1;0;-1;-4;"castle";"castle";-1;-3
"black";1;170;"resign";1819;1889;8;10;0;"D";"Unusual";"Usual";-114.349167180753;-4;-2;8;-3;7;-3;"castle";"castle";11;-14
"white";1;111;"resign";1880;1803;8;10;0;"E";"Unusual";"Usual";125.190314620605;2;4;-8;0;-5;4;"castle";"castle";-2;9
"black";1;160;"outoftime";1935;1867;7;10;0;"D";"Unusual";"Usual";113.05367057372;8;-1;-6;-4;-2;0;"castle";"castle";-10;5
"black";1;108;"resign";1879;1841;5;10;0;"A";"Unusual";"Unusual";62.2159161011721;0;11;-13;-1;1;-1;"castle";"castle";5;17
"white";1;73;"resign";2231;1882;3;10;0;"D";"Unusual";"Usual";613.710363972856;-1;-2;1;4;0;3;"castle";"castle";1;2
"black";1;66;"resign";1850;1871;2;10;0;"D";"Unusual";"Usual";-34.3889574336829;2;0;5;2;-3;-1;"castle";"castle";-1;-11
"white";1;77;"mate";1870;1412;2;10;0;"A";"Unusual";"Unusual";687.988895743368;0;2;0;-2;0;3;"castle";"castle";-1;-5
"white";1;59;"mate";1949;1879;5;10;0;"C";"Usual";"Usual";116.940160394818;-4;-1;0;4;4;2;"castle";"castle";6;-1
"black";1;97;"resign";1324;1878;4;10;0;"D";"Unusual";"Usual";-818.525601480568;-3;-4;3;8;-1;-1;"castle";"castle";4;12
"black";1;62;"resign";1889;1907;3;10;0;"C";"Unusual";"Unusual";-29.8926588525601;1;4;0;-5;-1;-4;"castle";"no castle";-1;-2
"black";1;76;"outoftime";1708;1887;6;10;0;"C";"Usual";"Usual";-286.168106107341;-1;0;-3;4;-1;1;"castle";"castle";3;8
"white";1;67;"mate";1841;1900;12;10;0;"C";"Usual";"Usual";-96.9805675508945;-1;-2;1;-2;2;-1;"castle";"castle";-2;-4
"white";1;77;"mate";1318;1395;4;10;0;"B";"Usual";"Unusual";-102.15206662554;-3;1;-1;-1;2;-2;"castle";"no castle";4;-4
"black";1;70;"resign";1331;1289;5;10;0;"B";"Usual";"Usual";54.5144972239358;1;-5;0;2;-3;-2;"castle";"castle";-2;-8
"black";1;39;"resign";1254;1322;4;10;0;"A";"Unusual";"Unusual";-87.3386798272671;2;-1;2;1;-1;-2;"no castle";"castle";-3;-1
"white";1;63;"mate";1309;1336;6;15;15;"C";"Usual";"Usual";-35.2532387415176;0;-4;1;6;-2;-1;"castle";"castle";0;7
"white";1;47;"outoftime";1326;1321;3;10;0;"C";"Usual";"Usual";6.53146206045651;2;2;2;-6;1;1;"no castle";"castle";-1;6
"white";1;29;"mate";1308;1339;3;10;0;"C";"Usual";"Usual";-40.4950647748303;0;5;-1;-2;-1;0;"no castle";"no castle";-1;-3
"white";1;41;"resign";1285;1321;2;10;0;"A";"Unusual";"Usual";-46.5712523133868;0;0;-1;3;0;2;"castle";"castle";0;0
"black";1;48;"mate";1270;1322;3;10;0;"D";"Unusual";"Usual";-67.045033929673;1;-3;0;1;-1;2;"castle";"castle";-2;-6
"black";1;38;"mate";1327;1542;6;10;0;"C";"Usual";"Usual";-295.575262183837;0;1;-2;-1;0;-1;"castle";"castle";1;7
"black";1;46;"mate";1328;1978;7;10;0;"C";"Usual";"Usual";-981.215299198026;2;0;-1;0;-3;0;"castle";"castle";-2;3
"white";1;67;"mate";1550;1321;2;10;0;"B";"Usual";"Unusual";314.963294262801;1;2;-3;0;1;1;"castle";"castle";-1;-11
"black";1;48;"resign";1322;1836;2;10;0;"B";"Usual";"Unusual";-752.45033929673;0;1;-3;2;-2;-2;"castle";"castle";0;4
"black";1;12;"resign";1328;1498;7;10;0;"C";"Usual";"Usual";-231.455891425046;0;2;0;0;-1;-1;"no castle";"no castle";0;0
"black";1;10;"outoftime";1358;1315;5;10;0;"C";"Usual";"Usual";56.5154225786551;0;-1;0;0;1;0;"castle";"no castle";0;0
"black";1;30;"outoftime";1319;1633;5;10;0;"C";"Usual";"Usual";-439.716224552745;0;1;-4;2;-1;-2;"castle";"castle";2;13
"black";1;48;"resign";1330;1345;5;10;0;"C";"Usual";"Usual";-19.7239358420728;3;-2;-2;2;0;-5;"castle";"castle";-3;0
"black";1;18;"resign";1343;1369;6;10;0;"C";"Usual";"Usual";-34.4848858729179;0;-1;1;-2;1;-1;"castle";"no castle";-2;-1
"white";1;13;"mate";1335;1355;5;10;0;"C";"Usual";"Usual";-26.3911165946946;0;2;0;1;-2;1;"no castle";"no castle";0;-3
"black";1;62;"resign";1140;1349;3;10;0;"C";"Usual";"Usual";-262.829426280074;4;-1;-2;-5;-1;-3;"castle";"castle";-2;1
"black";1;38;"resign";1350;1938;7;10;0;"C";"Usual";"Usual";-884.357803824799;0;-4;0;0;1;-1;"castle";"castle";-3;1
"white";1;27;"outoftime";1360;1362;4;10;0;"A";"Unusual";"Usual";-2.65885256014806;0;1;0;-4;1;-2;"castle";"no castle";-2;-1
"white";1;49;"resign";1783;1364;8;10;0;"C";"Usual";"Usual";611.957125231339;3;0;-3;1;0;-1;"castle";"castle";0;4
"black";1;36;"resign";1368;1635;5;10;0;"B";"Usual";"Usual";-378.099012954966;2;-4;1;1;0;-2;"castle";"castle";-1;4
"black";1;36;"resign";1370;1838;4;10;0;"B";"Usual";"Unusual";-692.328192473782;0;-4;1;2;-3;-1;"castle";"castle";1;5
"white";1;49;"resign";1341;1424;5;10;0;"B";"Usual";"Usual";-111.443244910549;-3;0;3;5;0;0;"castle";"no castle";5;1
"white";1;37;"resign";1819;1345;6;10;0;"C";"Usual";"Usual";694.771128932758;-8;5;-1;2;4;3;"no castle";"no castle";7;1
"white";1;95;"mate";1324;1795;4;10;0;"C";"Usual";"Usual";-683.836212214682;-6;0;1;4;0;-1;"castle";"castle";6;-2
"white";1;17;"resign";1318;1169;4;10;0;"C";"Usual";"Usual";187.284083898828;0;-2;1;2;0;0;"castle";"no castle";0;1
"white";1;23;"mate";1743;1320;5;10;0;"C";"Usual";"Usual";606.839296730413;0;2;0;2;-3;2;"castle";"no castle";0;-3
"black";1;118;"mate";1329;1308;5;10;0;"C";"Usual";"Usual";27.3673658235657;8;-7;2;-9;8;-2;"no castle";"no castle";-5;-20
"black";1;12;"resign";1317;1392;4;10;0;"B";"Usual";"Unusual";-99.4062307217767;0;0;0;-2;1;-1;"no castle";"no castle";-2;0
"white";1;41;"resign";1309;1213;5;10;0;"C";"Usual";"Usual";121.702652683529;0;-3;2;1;3;1;"castle";"no castle";1;7
"black";1;16;"resign";1321;1259;2;10;0;"B";"Usual";"Unusual";79.7088217149907;0;2;0;-1;-1;-2;"no castle";"no castle";-1;0
"white";1;35;"resign";1375;1346;4;10;0;"C";"Usual";"Usual";38.5444170265268;0;2;-1;1;2;3;"castle";"castle";1;11
"white";1;9;"resign";1398;1355;4;10;0;"C";"Usual";"Usual";57.5764959901296;0;-1;0;3;0;1;"no castle";"no castle";0;0
"white";1;81;"mate";1346;1295;4;10;0;"C";"Usual";"Usual";66.5265268352869;-14;12;-3;5;0;-2;"castle";"no castle";15;12
"white";1;55;"outoftime";1351;1357;4;10;0;"C";"Usual";"Usual";-7.95064774830352;3;1;0;-1;1;3;"castle";"castle";-3;-6
"black";1;8;"resign";1086;1148;1;10;0;"A";"Unusual";"Unusual";-73.0919185687847;0;2;-1;-1;-1;0;"no castle";"no castle";0;9
"black";1;62;"mate";1091;1958;1;10;0;"A";"Unusual";"Unusual";-1240.06138186305;11;-3;-1;-5;-3;-7;"castle";"castle";-11;13
"white";1;5;"resign";1674;1095;1;8;8;"A";"Unusual";"Unusual";778.131708821715;0;0;0;0;1;0;"no castle";"no castle";0;0
"white";1;15;"resign";1907;1095;4;10;0;"C";"Usual";"Unusual";1149.62368908081;0;0;-1;1;-2;1;"no castle";"no castle";0;1
"black";1;26;"mate";1185;1171;1;10;0;"A";"Unusual";"Unusual";17.0314620604565;0;-3;2;0;1;0;"castle";"castle";0;1
"black";1;38;"mate";1193;1636;1;10;0;"A";"Unusual";"Unusual";-603.556755089451;1;-1;0;-5;5;1;"castle";"castle";0;-13
"white";1;69;"mate";1733;1199;3;3;12;"A";"Unusual";"Unusual";744.503392967304;-6;-5;6;5;2;6;"castle";"castle";5;1
"black";1;44;"mate";1236;1373;1;20;5;"A";"Unusual";"Unusual";-177.356261566934;2;3;-2;0;0;-1;"no castle";"castle";-2;0
"white";0;37;"mate";2047;1236;3;7;3;"B";"Unusual";"Unusual";1218.50123380629;-2;3;-1;0;-1;1;"castle";"castle";3;1
"black";1;64;"mate";1264;1506;1;7;10;"A";"Unusual";"Unusual";-325.30413325108;8;-7;2;-6;3;-4;"no castle";"castle";-5;-4
"black";1;26;"mate";1246;1753;2;9;1;"A";"Unusual";"Unusual";-717.337754472548;2;-2;-4;-1;2;-2;"no castle";"castle";-1;1
"white";1;12;"resign";1739;1260;1;9;1;"A";"Unusual";"Unusual";677.721468229488;0;0;0;0;0;0;"no castle";"no castle";0;0
"black";1;14;"resign";1279;1720;1;9;1;"A";"Unusual";"Unusual";-623.956508328193;0;-1;0;0;1;0;"no castle";"no castle";0;-1
"white";1;73;"mate";1694;1305;2;9;1;"A";"Unusual";"Usual";550.383405305367;-8;9;4;-3;2;4;"castle";"castle";8;3
"black";1;6;"resign";1423;1576;3;9;1;"C";"Unusual";"Usual";-216.474706971006;0;-2;0;0;1;-1;"no castle";"no castle";0;3
"black";0;52;"resign";1500;1377;8;15;2;"C";"Usual";"Usual";169.400061690315;0;1;1;0;0;-2;"castle";"castle";1;-5
"black";0;68;"resign";1377;1500;6;15;2;"C";"Unusual";"Usual";-169.400061690315;0;2;-2;-1;3;-1;"castle";"castle";3;-2
"white";0;61;"mate";1500;1377;8;15;2;"C";"Usual";"Usual";169.400061690315;-2;-3;2;6;0;-3;"castle";"castle";2;1
"white";0;19;"resign";2126;1500;13;15;2;"C";"Usual";"Usual";1006.77483035163;-1;-1;0;0;1;1;"no castle";"no castle";1;3
"black";0;36;"resign";1500;2126;2;15;2;"A";"Unusual";"Usual";-1006.77483035163;0;0;-1;-3;2;0;"no castle";"castle";0;-1
"white";0;34;"resign";2126;1500;8;15;2;"C";"Usual";"Usual";1006.77483035163;-1;-2;1;-3;3;0;"castle";"castle";0;-1
"black";0;46;"resign";1500;2126;14;15;2;"B";"Usual";"Usual";-1006.77483035163;0;-2;0;3;-1;-2;"castle";"no castle";-3;12
"black";0;110;"mate";1500;2126;14;15;2;"B";"Usual";"Usual";-1006.77483035163;2;-4;4;3;1;-3;"castle";"castle";5;-5
"black";0;138;"outoftime";1537;1500;3;15;0;"B";"Usual";"Usual";52.7837754472548;27;0;-15;-1;-2;-3;"castle";"castle";-6;-23
"black";0;68;"mate";1500;1537;6;15;0;"C";"Usual";"Usual";-52.7837754472548;4;-6;1;0;2;-7;"castle";"no castle";-3;7
"white";0;125;"resign";1500;1619;5;15;0;"C";"Usual";"Usual";-172.773904996915;-3;1;-2;0;-3;2;"castle";"castle";1;-1
"black";1;84;"mate";1026;1864;4;8;0;"D";"Unusual";"Unusual";-1157.48426896977;10;-3;0;2;-7;-7;"no castle";"castle";-9;-12
"white";0;31;"resign";1513;1026;2;10;0;"A";"Unusual";"Usual";619.941085749537;0;1;-1;3;1;1;"castle";"no castle";0;-1
"white";0;119;"resign";1519;1026;3;10;0;"C";"Usual";"Usual";628.491363355953;-18;14;-1;2;4;5;"castle";"no castle";12;-6
"black";0;32;"mate";1026;1369;3;10;0;"C";"Unusual";"Unusual";-421.396977174584;1;-3;0;-5;6;-1;"no castle";"no castle";0;-1
"black";0;90;"mate";1026;1916;2;10;0;"A";"Unusual";"Unusual";-1243.58420727946;17;-4;-5;-6;1;-3;"no castle";"castle";-5;-13
"white";1;54;"resign";1145;1040;2;15;15;"B";"Usual";"Unusual";122.197717458359;-3;4;1;1;-2;2;"castle";"no castle";1;-3
"black";1;64;"mate";1043;1539;3;5;8;"D";"Unusual";"Usual";-637.976557680444;6;5;-5;-11;-2;-4;"no castle";"castle";-6;-1
"white";1;73;"mate";1878;1043;3;5;8;"A";"Unusual";"Unusual";1161.32479950648;-10;8;2;2;2;7;"castle";"no castle";8;-10
"white";1;171;"mate";1666;1044;5;11;0;"C";"Usual";"Usual";824.600863664405;-24;9;1;0;14;3;"castle";"no castle";6;-3
"white";1;13;"mate";1856;1045;4;5;8;"C";"Usual";"Usual";1122.94231955583;-1;1;0;3;2;0;"no castle";"no castle";1;0
"black";1;14;"outoftime";1382;1009;1;5;40;"A";"Unusual";"Unusual";457.793645897594;1;-1;0;1;-1;0;"no castle";"no castle";-3;-8
"black";1;72;"resign";1547;971;3;5;30;"C";"Usual";"Usual";729.505243676743;-2;1;5;4;-1;0;"castle";"castle";4;-5
"black";0;52;"mate";971;1500;2;5;8;"B";"Usual";"Unusual";-662.310610734115;5;1;-7;-1;1;-4;"no castle";"castle";-2;10
"black";0;114;"mate";971;1629;2;5;8;"B";"Usual";"Unusual";-850.001233806292;19;-1;-8;-5;-2;-3;"no castle";"castle";-3;-17
"black";1;21;"resign";981;1181;4;12;0;"C";"Unusual";"Usual";-231.338679827267;0;2;0;1;3;-2;"no castle";"no castle";1;10
"black";1;49;"resign";982;1700;3;10;7;"C";"Usual";"Usual";-945.669339913634;1;1;2;0;-6;-1;"no castle";"castle";0;12
"white";1;81;"mate";1700;982;5;10;7;"C";"Usual";"Usual";945.669339913634;-18;8;4;3;1;8;"castle";"no castle";7;3
"white";0;9;"mate";1735;982;3;6;5;"C";"Usual";"Usual";999.896668723011;0;2;0;0;2;2;"no castle";"no castle";0;-1
"black";0;61;"resign";982;1136;3;10;0;"C";"Usual";"Usual";-176.04071560765;9;-3;3;-11;0;-5;"no castle";"castle";-11;9
"black";1;31;"resign";1371;1457;4;10;0;"C";"Usual";"Usual";-117.142504626774;1;0;0;0;1;2;"no castle";"castle";1;-3
"white";1;39;"resign";1883;1373;10;10;0;"C";"Usual";"Usual";762.011104256632;-3;0;0;-3;5;3;"castle";"no castle";3;12
"white";1;60;"resign";1344;1696;4;10;0;"C";"Usual";"Usual";-502.484885872918;-4;11;-2;0;-4;7;"no castle";"no castle";7;-8
"black";1;52;"resign";1348;1725;6;10;0;"B";"Usual";"Usual";-542.010178901912;2;2;-4;2;-3;-4;"castle";"castle";-2;0
"white";1;35;"resign";1863;1349;8;10;0;"C";"Usual";"Usual";761.011721159778;2;0;1;-1;2;1;"castle";"castle";-1;-11
"black";1;24;"mate";1460;1327;6;10;0;"C";"Usual";"Usual";179.480259099321;1;-3;1;1;1;-1;"castle";"no castle";-1;3
"white";1;19;"resign";1338;1344;1;10;0;"A";"Unusual";"Unusual";-7.90252930289944;0;2;0;-5;0;1;"no castle";"no castle";1;0
"black";1;34;"resign";1359;1411;2;10;0;"B";"Usual";"Unusual";-69.9000616903146;0;3;0;-3;-1;-1;"no castle";"no castle";0;-6
"white";1;13;"resign";1829;1361;6;10;0;"C";"Usual";"Usual";689.729796421962;0;-1;0;0;0;1;"no castle";"no castle";0;-1
"black";1;30;"resign";1365;1708;4;10;0;"B";"Usual";"Unusual";-493.128624305984;0;-4;0;-1;0;0;"no castle";"no castle";3;5
"black";1;94;"resign";1366;2301;9;10;0;"B";"Usual";"Usual";-1515.55367057372;14;-5;-2;-4;0;-5;"castle";"castle";-3;-6
"black";1;6;"resign";1254;1353;5;10;0;"C";"Usual";"Usual";-128.101480567551;0;0;0;0;0;0;"no castle";"no castle";0;1
"black";1;64;"mate";1369;1408;4;10;0;"B";"Usual";"Usual";-52.5092535471931;5;-3;-2;2;-2;-1;"castle";"no castle";-2;13
"white";1;15;"mate";1344;1390;8;10;0;"C";"Usual";"Usual";-61.3238741517582;0;2;0;-2;0;1;"no castle";"no castle";0;0
"white";1;15;"mate";1512;1403;5;10;0;"C";"Usual";"Usual";151.396360271437;0;-1;0;0;3;0;"no castle";"no castle";1;4
"black";1;58;"mate";1405;2016;11;10;0;"C";"Usual";"Usual";-944.015731030228;5;0;-1;-9;0;-3;"no castle";"castle";-2;2
"black";1;66;"resign";1412;1679;5;10;0;"C";"Usual";"Usual";-385.346391116595;0;1;1;-8;4;0;"castle";"no castle";1;-2
"black";1;19;"resign";1479;1387;3;10;0;"C";"Unusual";"Usual";126.393584207279;0;-2;0;0;1;-1;"no castle";"no castle";-1;-1
"white";1;39;"mate";1889;1389;2;10;0;"A";"Unusual";"Usual";750.462677359655;0;0;0;-1;1;1;"castle";"no castle";-1;0
"black";1;37;"resign";1392;1816;6;10;0;"C";"Usual";"Usual";-627.237507711289;3;0;1;2;-2;-1;"no castle";"castle";-1;2
"white";1;29;"mate";1817;1396;5;10;0;"C";"Usual";"Usual";623.448797038865;0;4;1;3;-1;0;"castle";"no castle";2;0
"black";1;22;"mate";1760;1358;5;10;0;"C";"Usual";"Usual";583.532387415176;0;-2;0;1;-3;2;"castle";"no castle";-1;0
"black";1;50;"resign";1360;1873;7;10;0;"C";"Usual";"Usual";-762.854102405922;0;-5;2;-2;2;-3;"castle";"castle";-1;-3
"black";1;56;"resign";1383;1352;4;10;0;"B";"Usual";"Usual";41.3365206662554;1;-3;1;1;4;-4;"no castle";"no castle";-4;3
"black";1;30;"mate";1536;1350;5;10;0;"A";"Unusual";"Unusual";256.682294879704;-1;0;1;6;-4;0;"no castle";"no castle";1;4
"black";1;34;"resign";1356;1708;5;10;0;"B";"Usual";"Unusual";-505.090684762492;2;-4;-1;-1;1;-3;"no castle";"no castle";-4;6
"black";1;58;"resign";1376;1418;8;10;0;"C";"Usual";"Usual";-56.7686613201727;3;4;0;2;-6;0;"no castle";"castle";-5;7
"black";1;76;"mate";1333;1876;9;10;0;"B";"Usual";"Usual";-803.445712523134;1;-1;3;7;-7;-6;"castle";"castle";-1;11
"black";1;36;"resign";1349;1534;8;10;0;"C";"Usual";"Usual";-255.131091918569;0;2;-2;-1;0;-2;"castle";"castle";0;4
"white";1;33;"resign";2086;1350;11;10;0;"C";"Usual";"Usual";1140.55027760642;1;3;0;-4;2;2;"castle";"castle";-1;-4
"black";1;44;"resign";1370;1469;10;10;0;"C";"Usual";"Usual";-135.185996298581;-1;3;1;-6;1;-2;"castle";"no castle";0;3
"black";1;50;"resign";1406;1321;4;10;0;"B";"Usual";"Usual";113.132325724861;1;1;3;-2;0;-2;"castle";"castle";-1;15
"black";1;14;"resign";1410;1882;4;10;0;"B";"Usual";"Usual";-710.475015422579;0;0;0;1;1;-1;"no castle";"no castle";0;1
